id	birth_2008	death_2008	gdppps1999	gdppps2008	pop1999	pop2008
SE321	2536	2972	5343	7014	251884	243449
SE322	1344	1477	2501	3530	131766	126937
SE331	2865	2586	4846	6960	257803	257593
SE332	2380	2865	5175	8100	260473	250602
SI011	1058	1337	1267	1783	124640.28	120023
SI012	3057	3161	3798	6246	318081.99	322266
SI013	787	681	846	1271	73787.04	72427
SI014	2777	2365	3369	5285	256260.41	256339
SI015	428	465	550	668	46864.74	44716
SI016	691	736	839	1314	69798.56	69321
SI017	1584	1237	1802	2975	137602.87	139166
SI018	561	545	570	875	49856.11	51107
SI021	6234	3983	9667	16669	484089.3	510763
SI022	2281	1675	2478	3850	195229.43	199923
SI023	1248	1215	1723	2595	119528.22	117914
SI024	1111	908	1568	2604	102595.06	106304
SK010	6840	5792	11839	25657	617599	610850
SK021	5358	5468	5311	11620	551279.32	557151
SK022	5420	5880	5146	9871	609308.72	599831
SK023	6508	8062	5667	10860	716362.96	706758
SK031	7407	6800	5097	10989	691843.21	695698
SK032	6381	7019	4962	8941	662849.79	654668
SK041	10022	6760	4313	8548	781551.93	801939
SK042	9424	7383	6244	11551	762587.07	774103
TR100	220464	NA	105249	229459	9692578.92	12573836
TR211	10709	NA	4859	9567	606055.65	728396
TR212	4535	NA	3215	5942	402804.86	396462
TR213	3077	NA	3073	7047	326515.03	333256
TR221	12807	NA	6421	11929	1065676	1118313
TR222	4775	NA	3576	5992	461595.38	476128
TR310	53970	NA	30814	54244	3296245.2	3739353
TR321	12912	NA	5957	9399	937342.45	946971
TR322	14887	NA	5488	8865	839551.88	907325
TR323	10723	NA	6134	11646	698378.41	766156
TR331	19219	NA	9182	16136	1249171.94	1319920
TR332	10556	NA	3363	5351	804755.27	701572
TR333	7236	NA	3190	6155	648540	583910
TR334	4817	NA	1529	2435	318969.68	334115
TR411	40046	NA	15944	38665	2065173.11	2439876
TR412	10013	NA	5331	12781	699254.72	724849
TR413	1555	NA	1631	3585	192388.44	203777
TR421	25064	NA	18088	34360	1173899.57	1437926
TR422	13387	NA	4688	7174	748542.39	835222
TR423	4830	NA	1077	1658	309950.12	323328
TR424	3429	NA	3225	5171	269870.37	270417
TR425	2341	NA	1651	2691	164902.74	181758
TR510	74028	NA	39844	70680	3923080.43	4466756
TR521	36460	NA	10730	17261	2143659.54	1959082
TR522	3623	NA	1631	2423	240250.16	226049
TR611	30939	NA	11193	24060	1649345.92	1789295
TR612	6232	NA	2425	4823	505184.72	419845
TR613	2996	NA	1622	3107	256611.96	251181
TR621	40621	NA	13500	17261	1817004.18	2006650
TR622	27174	NA	12083	15868	1608249.35	1595938
TR631	29768	NA	6486	10740	1238525.75	1386224
TR632	22698	NA	4003	7839	991008.29	1004414
TR633	10270	NA	1658	2671	450703.17	452880
TR711	4019	NA	3081	4258	380056.74	280234
TR712	6811	NA	1279	1585	388986.73	366109
TR713	6585	NA	2112	2538	343137.77	331677
TR714	3466	NA	1963	2668	307810.4	280058
TR715	3030	NA	1155	1521	253581.41	223170
TR721	25588	NA	5293	10529	1048180.14	1165088
TR722	9963	NA	3022	5732	756255.88	638464
TR723	6451	NA	1869	3221	671705.73	492127
TR811	8799	NA	4531	8512	619310.66	615890
TR812	2970	NA	1205	1649	226940.44	218463
TR813	2411	NA	573	912	186236.88	182131
TR821	4065	NA	2091	3114	379996.11	360366
TR822	1947	NA	963	1465	268176.59	174012
TR823	2148	NA	970	1528	229250.24	198412
TR831	19328	NA	6289	10148	1204256.29	1228959
TR832	9051	NA	3276	5711	816388.93	620722
TR833	7936	NA	3044	4950	598214.49	549828
TR834	4280	NA	1853	2635	364629.97	328674
TR901	11330	NA	4485	7190	955525.19	740569
TR902	10084	NA	2887	4545	881480.65	715409
TR903	4672	NA	2704	3921	521346.96	417505
TR904	4786	NA	2002	3367	364184.47	316252
TR905	1425	NA	1254	1951	193928.05	168092
TR906	1618	NA	569	972	185058.06	130825
TRA11	15357	NA	3072	5021	928063.61	784941
TRA12	2896	NA	1178	1826	315036.45	213538
TRA13	1162	NA	296	486	98312.01	76609
TRA21	13428	NA	965	1823	518774.11	530879
TRA22	5936	NA	903	1721	327972.68	312205
TRA23	3776	NA	481	884	165829.92	181866
TRA24	1531	NA	348	674	136488.18	112721
TRB11	13328	NA	3367	5319	837403.81	722065
TRB12	9862	NA	2969	4244	562039.08	541258
TRB13	4850	NA	611	874	253268.59	251552
TRB14	481	NA	453	629	96974.35	84022
TRB21	27389	NA	2047	4342	849917.08	979671
TRB22	10219	NA	808	1498	445280.55	405509
TRB23	8253	NA	760	1433	382382.04	327886
TRB24	5879	NA	553	1138	229221.58	246469
TRC11	44871	NA	5549	9542	1254693.68	1560023
TRC12	12718	NA	1860	2628	611469.94	582762
TRC13	2415	NA	521	930	116184.79	118457
TRC21	49468	NA	3983	6303	1391608.69	1523099
TRC22	37571	NA	5140	7721	1333402.57	1460714
TRC31	18242	NA	1754	3627	688825.72	745778
TRC32	13508	NA	1450	2904	443984.82	472487
TRC33	12185	NA	711	1188	342804.43	416001
TRC34	8084	NA	802	1510	261578.38	291528
UKC11	3613	2689	4850	6065	270793.5	279870
UKC12	3477	2923	4562	5758	282846.49	277870
UKC13	1337	1070	1976	2731	98269.8	99823
UKC14	5686	5356	6601	9057	496590.21	503451
UKC21	3094	3294	4250	5486	308398.03	310590
UKC22	9721	8742	14808	21524	810325.89	812963
UKC23	3289	2959	4717	6707	288376.08	280975
UKD11	2545	2574	3778	4838	236618.35	235213
UKD12	2573	2886	4288	6325	251981.65	261116
UKD21	4115	3026	7360	10468	310124.22	314088
UKD22	7782	6866	15696	20940	671075.78	687820
UKD31	20232	13285	31654	45192	1350520.27	1400850
UKD32	16598	11575	17849	21072	1168179.73	1171870
UKD41	2377	1261	2393	3070	138325.3	139491
UKD42	1745	1879	2196	2249	143090.47	141183
UKD43	13963	12226	19848	27508	1130384.23	1165720
UKD51	4137	3309	4049	6154	329628.23	326394
UKD52	5595	4566	8327	12167	449776.35	441852
UKD53	2718	3221	3765	4342	285023.42	274616
UKD54	3787	3578	4110	4931	317972	308683
UKE11	3682	2456	4517	6016	256115.89	260296
UKE12	3064	3551	4273	6269	309438.67	334979
UKE13	3845	3360	5946	7907	310245.44	317289
UKE21	2092	1706	4077	5608	176580.13	193703
UKE22	6197	6080	9736	14797	560219.87	591344
UKE31	9844	8013	10433	14528	754703.24	766294
UKE32	6654	5060	9240	13655	517096.76	537471
UKE41	8580	4471	8862	10779	467028.09	498811
UKE42	9844	6582	17932	25300	715024.58	775717
UKE43	12551	8972	15780	20284	890647.34	923706
UKF11	3612	2299	6527	7519	231057.22	242458
UKF12	3055	3074	3836	5258	266430.4	272774
UKF13	5302	4711	8219	10002	461068.32	483472
UKF14	4181	2458	7222	10727	273306.61	294447
UKF15	5234	4625	6721	9699	420457.56	438246
UKF16	3531	3116	4396	6491	323979.89	333070
UKF21	5176	2472	6592	8462	285037.17	302320
UKF22	7185	5915	11187	18734	633096.72	676963
UKF23	9225	5697	14151	19811	618766.11	675861
UKF30	7691	7616	9719	14278	629400	693594
UKG11	1753	1968	2958	4061	171749.31	178612
UKG12	6150	5526	9732	12339	536605.12	554356
UKG13	6241	4953	10408	15763	498845.57	531226
UKG21	2167	1277	3274	4513	153655.88	161510
UKG22	2894	3086	4234	6015	279159.33	289692
UKG23	3877	2590	4279	4989	244012.29	238732
UKG24	9084	8080	12575	17656	803272.5	825604
UKG31	17311	8571	21318	28147	990553.69	1015466
UKG32	2172	1828	4383	6610	200360.25	203572
UKG33	4618	2863	7474	8209	305099.25	308484
UKG34	8489	6019	10593	12195	591465.58	593743
UKG35	6970	5098	9142	10632	496921.24	492397
UKH11	2970	1415	3961	5764	156077.69	169040
UKH12	7377	4828	11311	19640	546034.59	596622
UKH13	9057	9067	13601	18403	784231.56	842678
UKH14	8235	7131	11614	17603	665456.16	707726
UKH21	3555	1453	4027	5959	184184.22	188832
UKH22	5357	3305	7252	9514	372770.17	406862
UKH23	14496	9102	26012	37319	1019545.61	1076918
UKH31	2256	1897	2703	3520	162371.72	161962
UKH32	2430	1161	2764	3353	139003.91	153698
UKH33	16005	12990	21984	33857	1290724.37	1378697
UKI11	16193	5772	99604	169074	949389.55	1104338
UKI12	36551	10831	51434	90332	1775610.45	1912396
UKI21	27337	12685	25363	31146	1543198.32	1619558
UKI22	17497	8832	23546	28866	1132630.22	1199852
UKI23	30073	11867	41160	57033	1708871.46	1799142
UKJ11	12429	5848	25907	38375	793828.17	835369
UKJ12	3767	1570	6362	9850	205896.82	230956
UKJ13	6076	3776	11277	15131	474116.43	490016
UKJ14	8307	5044	16216	21146	601558.58	633912
UKJ21	3303	2217	5254	7022	246569.36	252022
UKJ22	5157	6249	7286	9259	486542.21	510263
UKJ23	13710	9509	27707	40267	1049607.94	1095872
UKJ24	8881	8931	16093	20880	744780.49	785842
UKJ31	2653	1639	4054	6219	187210.96	198010
UKJ32	3279	1970	5601	6659	215416.04	232482
UKJ33	14677	11589	23982	38244	1229161.66	1278894
UKJ34	1270	1750	1666	2377	129611.34	139800
UKJ41	3419	2140	3587	4519	245515.59	252756
UKJ42	17095	13637	23163	33813	1312084.41	1395814
UKK11	6255	3480	11662	16129	389473.76	423434
UKK12	7169	5775	12567	19706	593139.5	641912
UKK13	6730	5703	12320	16327	558852.54	585362
UKK14	2843	1507	6138	8289	178635.86	194256
UKK15	5421	4176	7754	11318	423598.35	452152
UKK21	3724	3697	5940	9080	299312.15	304614
UKK22	3734	4848	6083	8356	384587.7	405546
UKK23	5614	5580	8616	12192	489400.14	522935
UKK30	5442	5909	5909	9969	490300	530035
UKK41	3216	2311	4353	5849	241364.86	254984
UKK42	1422	1774	1889	2329	125991.47	134014
UKK43	7172	8328	10937	16602	690543.67	745198
UKL11	780	773	718	1089	67997.19	68781
UKL12	1276	1372	1598	2261	116394.85	118588
UKL13	2239	2745	2655	3571	199887.42	207739
UKL14	3825	4265	4412	6334	358143.09	373994
UKL15	3689	3145	3699	4796	290502	289974
UKL16	4146	3597	4476	5333	330816.38	331457
UKL17	3181	3011	3986	5533	264015.52	270978
UKL18	2732	2456	3537	5044	225143.55	229468
UKL21	2918	2254	4840	6200	220358.88	227044
UKL22	6048	3919	9489	14493	427805.59	451874
UKL23	3536	2790	5749	6743	273438	281894
UKL24	1280	1421	1907	2263	125497.53	131322
UKM21	2995	3024	4579	6209	258298.7	252402
UKM22	4993	4431	5905	8136	400916.07	411379
UKM23	2120	1807	2288	3454	172920.39	175308
UKM24	1138	1265	1629	2068	107430.66	111932
UKM25	5440	4291	13775	22721	453413.01	469852
UKM26	1949	1623	2594	4158	146257.37	151135
UKM27	2305	2364	4311	5982	223587.22	231430
UKM28	2335	1449	3573	4778	158795.16	168637
UKM31	2326	2407	2895	3938	232773.18	222342
UKM32	1430	1773	2442	3025	149179.48	148441
UKM33	2814	2934	3778	4189	252658.72	248909
UKM34	7371	6907	15998	24275	583431.92	583092
UKM35	3740	3862	6103	7508	351240.13	339868
UKM36	4182	3434	4871	7477	324961.32	325100
UKM37	1067	1384	1949	2744	113537.78	111676
UKM38	3689	3382	5061	6649	305628.86	309796
UKM50	5367	4392	12502	17709	445253.33	450139
UKM61	934	997	1133	1762	90189.18	90818
UKM62	2191	1922	2612	4444	177487.59	183266
UKM63	906	1270	1476	1999	102221.41	102702
UKM64	257	346	385	508	27087.69	26242
UKM65	214	225	319	451	19504.35	19868
UKM66	278	211	415	618	22426.47	21964
UKN01	3883	2889	8144	12282	284387.22	267976
UKN02	5286	3362	4771	6937	372883.25	381088
UKN03	6209	3444	6353	8818	395682.23	430134
UKN04	4017	2175	3876	4827	273087.73	286294
UKN05	6236	3037	4828	7454	365783.57	401808
